Year,TWDB Seller Survey No,PWS Name,Seller County,Seller Water Type, Seller Volume Reported ,Buyer Survey No,Buyer Name,Buyer Water Type, Buyer Volume Reported ,Buyer NAICS Code, Volume Used In Net Use ,Volume Source Used In Net Use
2022,793000,CITY OF SHERMAN,GRAYSON,N/A, -   ,698401,PRECISION,Surface Water," 407,790 ",326121," 407,790 ",BUYER-VOLUME
2022,793000,CITY OF SHERMAN,GRAYSON,N/A, -   ,823850,STARR WSC,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,793000,CITY OF SHERMAN,GRAYSON,N/A," 249,500,381 ",853482,TEXAS INSTRUMENTS INC-SHERMAN PLANT,N/A," 249,500,380 ",334413," 249,500,380 ",BUYER-VOLUME
2022,793000,CITY OF SHERMAN,GRAYSON,N/A," 55,477,500 ",1100634,SUNNY DELIGHT BEVERAGES COMPANY,N/A," 54,804,300 ",312111," 54,804,300 ",BUYER-VOLUME
2022,793000,CITY OF SHERMAN,GRAYSON,Groundwater," 143,719,060 ",1102188,TYSON FOODS INC-SHERMAN,Surface Water," 142,950,605 ",311612," 142,950,605 ",BUYER-VOLUME
2022,793000,CITY OF SHERMAN,GRAYSON,Surface Water," 197,704,210 ",1102189,GLOBITECH,N/A," 197,707,115 ",334413," 197,707,115 ",BUYER-VOLUME
2022,793000,CITY OF SHERMAN,GRAYSON,Surface Water," 22,193,210 ",1102383,CITY OF KNOLLWOOD,Surface Water," 22,193,210 ",N/A," 22,193,210 ",BUYER-VOLUME
2022,793000,CITY OF SHERMAN,GRAYSON,N/A, -   ,1102838,EATON B LINE SHERMAN PLANT,Groundwater," 4,150,840 ",332322," 4,150,840 ",BUYER-VOLUME
2022,793000,CITY OF SHERMAN,GRAYSON,Groundwater," 7,076,873 ",1102885,ACTITECH,Groundwater," 8,139,221 ",325620," 7,076,873 ",SELLER-VOLUME
2022,793000,CITY OF SHERMAN,GRAYSON,Surface Water," 703,044,000 ",1103233,RAYBURN ENERGY STATION-GRAYSON COUNTY PLANT,Surface Water," 691,782,000 ",221112," 691,782,000 ",BUYER-VOLUME
2022,793000,CITY OF SHERMAN,GRAYSON,N/A," 45,679,020 ",1105046,FINISAR CORPORATION,N/A, -   ,N/A," 45,679,020 ",SELLER-VOLUME
2023,793800,CITY OF SHINER,LAVACA,N/A, -   ,458200,KASPAR WIRE WORKS INC-SHINER PLANT,Groundwater," 42,314 ",332813," 42,314 ",BUYER-VOLUME
2023,793800,CITY OF SHINER,LAVACA,Groundwater," 51,091,600 ",819900,SPOETZL BREWERY INC,Groundwater," 48,572,200 ",312120," 48,572,200 ",BUYER-VOLUME
2022,793800,CITY OF SHINER,LAVACA,Groundwater," 3,674,300 ",458200,KASPAR WIRE WORKS INC-SHINER PLANT,Groundwater," 33,415 ",332813," 33,415 ",BUYER-VOLUME
2022,793800,CITY OF SHINER,LAVACA,Groundwater," 68,608,600 ",819900,SPOETZL BREWERY INC,Groundwater," 65,813,109 ",312120," 65,813,109 ",BUYER-VOLUME
2023,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795310,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 10,Groundwater," 331,781,000 ",N/A," 331,781,000 ",BUYER-VOLUME
2023,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795311,SI ENVIRONMENTAL LLC-SIENNA PLANTATION THE WOODS,Groundwater," 45,689,000 ",N/A," 45,689,000 ",BUYER-VOLUME
2023,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795312,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 12,Groundwater," 329,075,000 ",N/A," 329,075,000 ",BUYER-VOLUME
2023,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795390,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 2,Groundwater," 294,266,500 ",N/A," 294,266,500 ",BUYER-VOLUME
2023,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795392,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 3,Groundwater," 392,234,400 ",N/A," 392,234,400 ",BUYER-VOLUME
2023,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795398,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MANAGEMENT DISTRICT,Groundwater," 254,545,600 ",N/A," 254,545,600 ",BUYER-VOLUME
2023,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,1102412,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 4,Groundwater," 355,200,300 ",N/A," 355,200,300 ",BUYER-VOLUME
2023,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,1106473,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 6,Groundwater," 194,603,200 ",N/A," 194,603,200 ",BUYER-VOLUME
2022,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795310,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 10,Groundwater," 319,239,900 ",N/A," 319,239,900 ",BUYER-VOLUME
2022,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795311,SI ENVIRONMENTAL LLC-SIENNA PLANTATION THE WOODS,Groundwater," 47,754,100 ",N/A," 47,754,100 ",BUYER-VOLUME
2022,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795312,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 12,Groundwater," 312,060,500 ",N/A," 312,060,500 ",BUYER-VOLUME
2022,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795390,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 2,Groundwater," 292,783,300 ",N/A," 292,783,300 ",BUYER-VOLUME
2022,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795392,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 3,Groundwater," 382,711,900 ",N/A," 382,711,900 ",BUYER-VOLUME
2022,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,795398,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MANAGEMENT DISTRICT,Groundwater," 194,420,300 ",N/A," 194,420,300 ",BUYER-VOLUME
2022,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,1102412,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 4,Groundwater," 353,548,600 ",N/A," 353,548,600 ",BUYER-VOLUME
2022,795391,SIENNA REGIONAL MUD,FORT BEND,N/A, -   ,1106473,SI ENVIRONMENTAL LLC-SIENNA PLANTATION MUD 6,Groundwater," 138,366,100 ",N/A," 138,366,100 ",BUYER-VOLUME
2023,795400,HUDSPETH COUNTY WCID 1,HUDSPETH,N/A, -   ,295700,FORT HANCOCK WCID,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,795400,HUDSPETH COUNTY WCID 1,HUDSPETH,N/A, -   ,1105417,DESERT ROCK CO-GIFFORD HILL SITE,Groundwater," 111,000 ",212312," 111,000 ",BUYER-VOLUME
2023,795400,HUDSPETH COUNTY WCID 1,HUDSPETH,N/A, -   ,1105418,DESERT ROCK CO-SIERRA RED QUARRY,Groundwater," 6,000 ",212312," 6,000 ",BUYER-VOLUME
2022,795400,HUDSPETH COUNTY WCID 1,HUDSPETH,N/A, -   ,295700,FORT HANCOCK WCID,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,795400,HUDSPETH COUNTY WCID 1,HUDSPETH,Groundwater," 44,000 ",1105417,DESERT ROCK CO-GIFFORD HILL SITE,Groundwater," 44,000 ",212312," 44,000 ",BUYER-VOLUME
2022,795400,HUDSPETH COUNTY WCID 1,HUDSPETH,N/A, -   ,1105418,DESERT ROCK CO-SIERRA RED QUARRY,Groundwater," 6,000 ",212312," 6,000 ",BUYER-VOLUME
2023,795800,ADOBE ESTATES MHP,RANDALL,N/A, -   ,1102863,RIVAS ENVIRAN RENTAL,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,795800,ADOBE ESTATES MHP,RANDALL,Groundwater," 25,000 ",1102864,DOLLAR GENERAL,N/A, -   ,N/A," 25,000 ",SELLER-VOLUME
2023,795800,ADOBE ESTATES MHP,RANDALL,Groundwater," 27,000 ",1102865,RHYNOCHART ROOFING,N/A, -   ,N/A," 27,000 ",SELLER-VOLUME
2023,795800,ADOBE ESTATES MHP,RANDALL,Groundwater," 55,000 ",1104901,MICHAEL FISHER,N/A, -   ,N/A," 55,000 ",SELLER-VOLUME
2022,795800,ADOBE ESTATES MHP,RANDALL,N/A, -   ,1102863,RIVAS ENVIRAN RENTAL,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,795800,ADOBE ESTATES MHP,RANDALL,Groundwater," 25,000 ",1102864,DOLLAR GENERAL,N/A, -   ,N/A," 25,000 ",SELLER-VOLUME
2022,795800,ADOBE ESTATES MHP,RANDALL,Groundwater," 27,000 ",1102865,RHYNOCHART ROOFING,N/A, -   ,N/A," 27,000 ",SELLER-VOLUME
2022,795800,ADOBE ESTATES MHP,RANDALL,Groundwater," 55,000 ",1104901,MICHAEL FISHER,N/A, -   ,N/A," 55,000 ",SELLER-VOLUME
2023,796200,CITY OF SILSBEE,HARDIN,N/A, -   ,30889,CARAUSTAR,Groundwater," 1,109 ",322219," 1,109 ",BUYER-VOLUME
2022,796200,CITY OF SILSBEE,HARDIN,N/A, -   ,30889,CARAUSTAR,Groundwater," 1,109 ",322219," 1,109 ",BUYER-VOLUME
2023,798600,CITY OF SINTON,SAN PATRICIO,N/A, -   ,1105264,"STEEL DYNAMICS SOUTHWEST LLC-SINTON, TX SITE",Groundwater," 1,358,900 ",331110," 1,358,900 ",BUYER-VOLUME
2022,798600,CITY OF SINTON,SAN PATRICIO,N/A, -   ,1105264,"STEEL DYNAMICS SOUTHWEST LLC-SINTON, TX SITE",Groundwater," 990,500 ",331110," 990,500 ",BUYER-VOLUME
2023,801800,CITY OF SLATON,LUBBOCK,N/A, -   ,322970,TEXAS TURBINE,Surface Water," 788,261 ",331511," 788,261 ",BUYER-VOLUME
2023,801800,CITY OF SLATON,LUBBOCK,N/A," 25,767,000 ",602000,CITY OF NEW DEAL,Surface Water," 25,976,000 ",N/A," 25,976,000 ",BUYER-VOLUME
2023,801800,CITY OF SLATON,LUBBOCK,N/A," 15,719,000 ",692600,CITY OF POST,Surface Water," 15,719,000 ",N/A," 15,719,000 ",BUYER-VOLUME
2022,801800,CITY OF SLATON,LUBBOCK,N/A, -   ,322970,TEXAS TURBINE,Surface Water," 1,295,013 ",331511," 1,295,013 ",BUYER-VOLUME
2022,801800,CITY OF SLATON,LUBBOCK,N/A," 28,829,000 ",602000,CITY OF NEW DEAL,Surface Water," 27,956,000 ",N/A," 27,956,000 ",BUYER-VOLUME
2022,801800,CITY OF SLATON,LUBBOCK,N/A," 31,130,000 ",692600,CITY OF POST,Surface Water," 31,130,000 ",N/A," 31,130,000 ",BUYER-VOLUME
2023,802100,EAST TEXAS MUD OF SMITH COUNTY,SMITH,Groundwater," 24,412,000 ",1106230,HIGHLAND DAIRY,Groundwater," 24,412,000 ",112120," 24,412,000 ",BUYER-VOLUME
2022,802100,EAST TEXAS MUD OF SMITH COUNTY,SMITH,Groundwater," 46,513,700 ",1106230,HIGHLAND DAIRY,Groundwater," 13,999,992 ",112120," 13,999,992 ",BUYER-VOLUME
2023,804150,CITY OF SNYDER,SCURRY,Surface Water," 15,836,300 ",423500,IRA WSC,Surface Water," 22,428,700 ",N/A," 15,836,300 ",SELLER-VOLUME
2023,804150,CITY OF SNYDER,SCURRY,Surface Water," 161,111,800 ",745800,CITY OF ROTAN,Surface Water," 170,093,500 ",N/A," 161,111,800 ",SELLER-VOLUME
2023,804150,CITY OF SNYDER,SCURRY,N/A, -   ,804158,INGRAM CONCRETE LLC-SNYDER PLT,Surface Water," 584,610 ",327320," 584,610 ",BUYER-VOLUME
2023,804150,CITY OF SNYDER,SCURRY,Surface Water," 735,400 ",884995,U & F WSC,Surface Water," 739,885 ",N/A," 739,885 ",BUYER-VOLUME
2022,804150,CITY OF SNYDER,SCURRY,Surface Water," 20,999,000 ",423500,IRA WSC,Surface Water," 22,428,700 ",N/A," 20,999,000 ",SELLER-VOLUME
2022,804150,CITY OF SNYDER,SCURRY,Surface Water," 166,924,600 ",745800,CITY OF ROTAN,Surface Water," 170,093,500 ",N/A," 170,093,500 ",BUYER-VOLUME
2022,804150,CITY OF SNYDER,SCURRY,N/A, -   ,804158,INGRAM CONCRETE LLC-SNYDER PLT,Surface Water," 584,610 ",327320," 584,610 ",BUYER-VOLUME
2022,804150,CITY OF SNYDER,SCURRY,Surface Water," 688,200 ",884995,U & F WSC,Surface Water," 269,990 ",N/A," 269,990 ",BUYER-VOLUME
2023,805080,CITY OF SOMERVILLE,BURLESON,Groundwater," 1,978,370 ",771900,KOPPERS,Groundwater," 8,988,540 ",321114," 8,988,540 ",BUYER-VOLUME
2022,805080,CITY OF SOMERVILLE,BURLESON,Groundwater," 903,680 ",771900,KOPPERS,Groundwater," 1,020,670 ",321114," 1,020,670 ",BUYER-VOLUME
2023,805800,CITY OF SONORA,SUTTON,Groundwater," 72,400,000 ",1102028,INGRAM CONCRETE LLC-SONORA PLANT,Groundwater," 62,160 ",327320," 72,400,000 ",SELLER-VOLUME
2022,805800,CITY OF SONORA,SUTTON,Groundwater," 22,900 ",1102028,INGRAM CONCRETE LLC-SONORA PLANT,Groundwater," 62,160 ",327320," 62,160 ",BUYER-VOLUME
2022,806620,SOUTHEAST WSC SYSTEM 1,LEON,N/A, -   ,806621,SOUTHEAST WSC-SYSTEM 2,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,806622,SOUTHEAST WSC SYSTEM 3,LEON,N/A, -   ,490600,CITY OF LEONA,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,806623,SOUTHEAST WSC SYSTEM 4,LEON,N/A, -   ,806622,SOUTHEAST WSC-SYSTEM 3,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,806826,CYPRESS SPRINGS SUD SOUTH PLANT,FRANKLIN,Surface Water," 59,204 ",38,SULPHUR RIVER MWD,N/A, -   ,N/A," 59,204 ",SELLER-VOLUME
2023,806826,CYPRESS SPRINGS SUD SOUTH PLANT,FRANKLIN,N/A, -   ,1103281,XTO Energy Inc.-FRANKLIN COUNTY,Surface Water," 49,600 ",211120," 49,600 ",BUYER-VOLUME
2023,806826,CYPRESS SPRINGS SUD SOUTH PLANT,FRANKLIN,Surface Water," 45,704 ",1107234,JP OIL,N/A, -   ,N/A," 45,704 ",SELLER-VOLUME
2022,806826,CYPRESS SPRINGS SUD SOUTH PLANT,FRANKLIN,Surface Water," 18,700 ",1103281,XTO Energy Inc.-FRANKLIN COUNTY,Surface Water," 49,600 ",211120," 18,700 ",SELLER-VOLUME
2022,806826,CYPRESS SPRINGS SUD SOUTH PLANT,FRANKLIN,Surface Water," 186,000 ",1103282,EMBRIDGE PIPELINE,N/A, -   ,N/A," 186,000 ",SELLER-VOLUME
2023,806828,CYPRESS SPRINGS SUD N PLANT 1 AND NE PLA,FRANKLIN,Surface Water," 2,982,004 ",1104056,LOWES DISTRIBUTION,N/A, -   ,N/A," 2,982,004 ",SELLER-VOLUME
2023,806828,CYPRESS SPRINGS SUD N PLANT 1 AND NE PLA,FRANKLIN,Surface Water," 290,000 ",1104941,PERMIAN EXPRESS LLC,N/A, -   ,N/A," 290,000 ",SELLER-VOLUME
2023,806828,CYPRESS SPRINGS SUD N PLANT 1 AND NE PLA,FRANKLIN,Surface Water," 74,700 ",1107235,STAMPEDE SOLAR,N/A, -   ,N/A," 74,700 ",SELLER-VOLUME
2022,806828,CYPRESS SPRINGS SUD N PLANT 1 AND NE PLA,FRANKLIN,Surface Water," 4,023,090 ",1104056,LOWES DISTRIBUTION,N/A, -   ,N/A," 4,023,090 ",SELLER-VOLUME
2022,806828,CYPRESS SPRINGS SUD N PLANT 1 AND NE PLA,FRANKLIN,Surface Water," 37,200 ",1104941,PERMIAN EXPRESS LLC,N/A, -   ,N/A," 37,200 ",SELLER-VOLUME
2023,807310,SOUTHERN UTILITIES,SMITH,N/A," 71,762,000 ",805900,SOULES FOODS INC,Groundwater," 59,355,000 ",311612," 59,355,000 ",BUYER-VOLUME
2023,807310,SOUTHERN UTILITIES,SMITH,N/A, -   ,829051,SUMMIT INDUSTRIAL PRODUCTS INC,N/A, -   ,324191, -   ,BUYER-VOLUME
2023,807310,SOUTHERN UTILITIES,SMITH,N/A, -   ,851460,EASTMAN CHEMICAL COMPANY TEXAS OPERATION-TYLER TERMINAL,Surface Water," 8,850 ",486990," 8,850 ",BUYER-VOLUME
2023,807310,SOUTHERN UTILITIES,SMITH,N/A," 11,734,000 ",881200,CITY OF TYLER,N/A, -   ,N/A," 11,734,000 ",SELLER-VOLUME
2023,807310,SOUTHERN UTILITIES,SMITH,N/A, -   ,1105693,MELTON AGGREGATES LLC-DIRT PIT,Groundwater," 64,000 ",212321," 64,000 ",BUYER-VOLUME
2022,807310,SOUTHERN UTILITIES,SMITH,N/A," 155,400,000 ",805900,SOULES FOODS INC,Groundwater," 153,214,000 ",311612," 153,214,000 ",BUYER-VOLUME
2022,807310,SOUTHERN UTILITIES,SMITH,N/A, -   ,829051,SUMMIT INDUSTRIAL PRODUCTS INC,Groundwater," 30,000 ",324191," 30,000 ",BUYER-VOLUME
2022,807310,SOUTHERN UTILITIES,SMITH,N/A, -   ,851460,EASTMAN CHEMICAL COMPANY TEXAS OPERATION-TYLER TERMINAL,Surface Water," 8,700 ",486990," 8,700 ",BUYER-VOLUME
2022,807310,SOUTHERN UTILITIES,SMITH,N/A," 14,275,000 ",881200,CITY OF TYLER,N/A, -   ,N/A," 14,275,000 ",SELLER-VOLUME
2022,807310,SOUTHERN UTILITIES,SMITH,N/A, -   ,1105693,MELTON AGGREGATES LLC-DIRT PIT,Groundwater," 72,000 ",212321," 72,000 ",BUYER-VOLUME
2023,807400,CITY OF SOUTH HOUSTON,HARRIS,N/A, -   ,358030,MARTIN ASPHALT COMPANY,Groundwater," 5,366,800 ",324121," 5,366,800 ",BUYER-VOLUME
2023,807400,CITY OF SOUTH HOUSTON,HARRIS,N/A, -   ,398504,HOUSTON PLATING & COATINGS LLC-SOUTH HOUSTON SITE,Surface Water," 3,548,420 ",332813," 3,548,420 ",BUYER-VOLUME
2022,807400,CITY OF SOUTH HOUSTON,HARRIS,N/A, -   ,358030,MARTIN ASPHALT COMPANY,Groundwater," 5,366,800 ",324121," 5,366,800 ",BUYER-VOLUME
2022,807400,CITY OF SOUTH HOUSTON,HARRIS,N/A, -   ,398504,HOUSTON PLATING & COATINGS LLC-SOUTH HOUSTON SITE,Surface Water," 3,950,056 ",332813," 3,950,056 ",BUYER-VOLUME
2023,807410,SOUTH JASPER WSC,JASPER,Groundwater," 121,640 ",270755,EVADALE WCID 1,N/A, -   ,N/A," 121,640 ",SELLER-VOLUME
2022,807410,SOUTH JASPER WSC,JASPER,N/A, -   ,270755,EVADALE WCID 1,N/A, -   ,N/A, -   ,BUYER-VOLUME
2023,808290,SOUTH RAINS SUD,RAINS,Surface Water," 61,000 ",1102175,JENNINGS TRAILER,N/A, -   ,N/A," 61,000 ",SELLER-VOLUME
2023,808290,SOUTH RAINS SUD,RAINS,Surface Water," 98,000 ",1102176,KERNEY TRAILER,N/A, -   ,N/A," 98,000 ",SELLER-VOLUME
2023,808290,SOUTH RAINS SUD,RAINS,Surface Water," 284,000 ",1102177,CAROLINA CARPORTS,N/A, -   ,N/A," 284,000 ",SELLER-VOLUME
2022,808290,SOUTH RAINS SUD,RAINS,N/A, -   ,1102175,JENNINGS TRAILER,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,808290,SOUTH RAINS SUD,RAINS,N/A, -   ,1102176,KERNEY TRAILER,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,808290,SOUTH RAINS SUD,RAINS,N/A, -   ,1102177,CAROLINA CARPORTS,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,808303,SOUTH SABINE WSC,SABINE,Groundwater," 17,815,000 ",63247,BEECHWOOD WSC,Groundwater," 262,989 ",N/A," 262,989 ",BUYER-VOLUME
2023,808303,SOUTH SABINE WSC,SABINE,Groundwater," 2,876,000 ",790920,BROOKELAND FWSD-SHAWNEE SHORES WATER SYSTEM,Groundwater," 2,861,100 ",N/A," 2,876,000 ",SELLER-VOLUME
2022,808303,SOUTH SABINE WSC,SABINE,Groundwater," 15,188,000 ",63247,BEECHWOOD WSC,Groundwater," 15,470,900 ",N/A," 15,188,000 ",SELLER-VOLUME
2022,808303,SOUTH SABINE WSC,SABINE,Groundwater," 3,049,000 ",790920,BROOKELAND FWSD-SHAWNEE SHORES WATER SYSTEM,Groundwater," 2,861,100 ",N/A," 3,049,000 ",SELLER-VOLUME
2023,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,10600,CITY OF AGUA DULCE,Surface Water," 26,955,140 ",N/A," 26,955,140 ",BUYER-VOLUME
2023,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,52400,NUECES COUNTY WCID 5,Surface Water," 20,674,290 ",N/A," 20,674,290 ",BUYER-VOLUME
2023,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,76000,CITY OF BISHOP,Surface Water," 72,863,000 ",N/A," 72,863,000 ",BUYER-VOLUME
2023,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,238000,CITY OF DRISCOLL,Surface Water," 24,375,400 ",N/A," 24,375,400 ",BUYER-VOLUME
2023,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,466800,CITY OF KINGSVILLE,Surface Water," 167,805,000 ",N/A," 167,805,000 ",BUYER-VOLUME
2023,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,612215,NUECES WSC,Surface Water," 144,087,345 ",N/A," 144,087,345 ",BUYER-VOLUME
2023,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,723500,RICARDO WSC,Surface Water," 123,241,000 ",N/A," 123,241,000 ",BUYER-VOLUME
2022,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,10600,CITY OF AGUA DULCE,Surface Water," 26,955,140 ",N/A," 26,955,140 ",BUYER-VOLUME
2022,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,52400,NUECES COUNTY WCID 5,Surface Water," 20,674,290 ",N/A," 20,674,290 ",BUYER-VOLUME
2022,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,76000,CITY OF BISHOP,Surface Water," 111,059,000 ",N/A," 111,059,000 ",BUYER-VOLUME
2022,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,238000,CITY OF DRISCOLL,Surface Water," 24,375,400 ",N/A," 24,375,400 ",BUYER-VOLUME
2022,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,466800,CITY OF KINGSVILLE,Surface Water," 159,295,000 ",N/A," 159,295,000 ",BUYER-VOLUME
2022,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,612215,NUECES WSC,Surface Water," 137,493,200 ",N/A," 137,493,200 ",BUYER-VOLUME
2022,809010,SOUTH TEXAS WATER AUTHORITY,KLEBERG,N/A, -   ,723500,RICARDO WSC,Surface Water," 119,757,000 ",N/A," 119,757,000 ",BUYER-VOLUME
2023,817050,SOUTHWEST MILAM WSC,MILAM,N/A, -   ,15600,SLR PROPERTY I LP-ROCKDALE-SANDOW,Groundwater," 9,779,200 ",488390," 9,779,200 ",BUYER-VOLUME
2023,817050,SOUTHWEST MILAM WSC,MILAM,Groundwater," 24,100 ",571600,MINERVA WSC,N/A, -   ,N/A," 24,100 ",SELLER-VOLUME
2023,817050,SOUTHWEST MILAM WSC,MILAM,Groundwater," 228,000 ",737000,CITY OF ROCKDALE,N/A, -   ,N/A," 228,000 ",SELLER-VOLUME
2023,817050,SOUTHWEST MILAM WSC,MILAM,Groundwater," 59,872,700 ",865000,CITY OF THORNDALE,Groundwater," 59,872,700 ",N/A," 59,872,700 ",BUYER-VOLUME
2022,817050,SOUTHWEST MILAM WSC,MILAM,N/A, -   ,15600,SLR PROPERTY I LP-ROCKDALE-SANDOW,Groundwater," 13,306,900 ",488390," 13,306,900 ",BUYER-VOLUME
2022,817050,SOUTHWEST MILAM WSC,MILAM,N/A, -   ,571600,MINERVA WSC,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,817050,SOUTHWEST MILAM WSC,MILAM,N/A, -   ,737000,CITY OF ROCKDALE,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,817050,SOUTHWEST MILAM WSC,MILAM,Groundwater," 54,110,200 ",865000,CITY OF THORNDALE,Groundwater," 54,110,200 ",N/A," 54,110,200 ",BUYER-VOLUME
2023,817612,WESTWOOD BEACH,HENDERSON,N/A, -   ,481359,LAKESHORE UTILITY COMPANY INC-CEDARVIEW ESTATES,Groundwater," 3,942,797 ",N/A," 3,942,797 ",BUYER-VOLUME
2022,817612,WESTWOOD BEACH,HENDERSON,N/A, -   ,481359,LAKESHORE UTILITY COMPANY INC-CEDARVIEW ESTATES,Groundwater," 3,942,797 ",N/A," 3,942,797 ",BUYER-VOLUME
2023,819850,CITY OF SPLENDORA,MONTGOMERY,N/A, -   ,576643,REGIONAL WATER CORPORATION-MONTGOMERY COUNTY MUD 16,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,819850,CITY OF SPLENDORA,MONTGOMERY,N/A, -   ,576643,REGIONAL WATER CORPORATION-MONTGOMERY COUNTY MUD 16,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,820165,SPRINGS HILL WSC,GUADALUPE,Groundwater," 29,043,000 ",196300,CRYSTAL CLEAR SUD,Groundwater," 27,512,000 ",N/A," 27,512,000 ",BUYER-VOLUME
2023,820165,SPRINGS HILL WSC,GUADALUPE,Surface Water," 526,500 ",601600,CITY OF NEW BRAUNFELS,Surface Water," 165,347,893 ",N/A," 165,347,893 ",BUYER-VOLUME
2023,820165,SPRINGS HILL WSC,GUADALUPE,Surface Water," 10,156,800 ",827000,STRUCTURAL METALS INC,Surface Water," 12,674,186 ",331110," 12,674,186 ",BUYER-VOLUME
2023,820165,SPRINGS HILL WSC,GUADALUPE,N/A, -   ,958130,XERXES CORPORATION,Surface Water," 79,700 ",326199," 79,700 ",BUYER-VOLUME
2023,820165,SPRINGS HILL WSC,GUADALUPE,Surface Water," 36,053,000 ",1102692,CATERPILLAR INC,Surface Water," 31,800,237 ",333618," 31,800,237 ",BUYER-VOLUME
2022,820165,SPRINGS HILL WSC,GUADALUPE,N/A, -   ,196300,CRYSTAL CLEAR SUD,Groundwater," 24,518,000 ",N/A," 24,518,000 ",BUYER-VOLUME
2022,820165,SPRINGS HILL WSC,GUADALUPE,Surface Water," 152,024,200 ",601600,CITY OF NEW BRAUNFELS,Surface Water," 152,024,200 ",N/A," 152,024,200 ",BUYER-VOLUME
2022,820165,SPRINGS HILL WSC,GUADALUPE,Surface Water," 21,586,500 ",827000,STRUCTURAL METALS INC,Surface Water," 21,361,161 ",331110," 21,361,161 ",BUYER-VOLUME
2022,820165,SPRINGS HILL WSC,GUADALUPE,Groundwater," 39,000 ",889282,U S  AIR FORCE-RANDOLPH AFB SEGUIN AUXILIARY AIRFIELD,N/A, -   ,N/A," 39,000 ",SELLER-VOLUME
2022,820165,SPRINGS HILL WSC,GUADALUPE,N/A, -   ,958130,XERXES CORPORATION,Surface Water," 778,400 ",326199," 778,400 ",BUYER-VOLUME
