TWDB Survey Number,TCEQ PWS Code,PWS Name,Wholesale System?,Water Use Survey Form Type,PWS System Class
1102065,TX1700316,BRIDGEPOINT SUBDIVISION,N,Municipal Long,Private/IOU
1102066,TX1700480,CLEAR WATER COVE INC,N,Municipal Long,Municipal
1102067,TX1700728,TIMBER LINE ESTATES,N,Municipal Long,Private/IOU
1102070,TX0580025,KLONDIKE ISD,N,Municipal Short,Municipal
1102071,TX2200353,MUSTANG CREEK ESTATES,N,Municipal Long,Private/IOU
1102072,TX2490070,GRAND HARBOR WSC,N,Municipal Long,Water Supply Corporation
1102073,TX0260028,COOKS POINT WSC,N,Municipal Long,Water Supply Corporation
1102076,TX2040066,TRAILS END SUBDIVISION,N,Municipal Long,Private/IOU
1102077,TX1460160,HWY 59 ESTATES,N,Municipal Long,Private/IOU
1102078,TX1460159,FIVE OAKS ESTATES,N,Municipal Long,Private/IOU
1102079,TX0930052,SHANNON PLACE WATER SYSTEM,N,Municipal Long,Private/IOU
1102080,TX1450017,RIVER OAKS SUNSHINE ACRES,N,Municipal Long,Private/IOU
1102081,TX1840137,ROLLINS HILLS ESTATES WATER CORP,N,Municipal Long,Water Supply Corporation
1102082,TX0790445,FORT BEND COUNTY MUD 140 RIVERS EDGE,N,Municipal Long,District 
1102083,TX0860113,SILVER WINGS FLY IN RANCH,N,Municipal Short,Private/IOU
1102084,TX0460239,GBRA WESTERN CANYON WATER SUPPLY,Y,Municipal Short,Authority
1102086,TX2320018,WINDMILL WSC,N,Municipal Long,Water Supply Corporation
1102087,TX1070159,DAL HIGH WATER SYSTEM,N,Municipal Long,Private/IOU
1102089,TX2460157,SONTERRA MUD,N,Municipal Long,District 
1102090,TX0040018,ARANSAS BAY UTILITIES,N,Municipal Long,Municipal
1102091,TX2320051,FRIO CIELO RANCH ASSOCIATION WATER SYSTE,N,Municipal Long,Private/IOU
1102092,TX1630037,VILLE DALSACE WATER SUPPLY,N,Municipal Long,Municipal
1102093,TX1630046,LAUREL CANYON RANCH WATER SYSTEM,N,Municipal Long,District 
1102095,TX1870125,MOSCOW WSC 2,N,Municipal Long,Water Supply Corporation
1102101,TX0790428,SUN RANCH WATER SYSTEM,N,Municipal Long,Private/IOU
1102103,TX1013146,CHAMPION LAKES ESTATES WATER PLANT,N,Municipal Long,Private/IOU
1102104,TX1750037,NORTH TOWN ACRES,N,Municipal Long,Municipal
1102105,TX0290005,GUADALUPE BLANCO RIVER AUTHORITY,Y,Municipal Short,Authority
1102106,TX1012015,WINTERHAVEN SUBDIVISION,N,Municipal Long,Private/IOU
1102107,TX1013239,TIMBER CREEK ESTATES,N,Municipal Long,Private/IOU
1102108,TX0710186,PASEO DEL ESTE MUD 1,N,Municipal Long,District 
1102109,TX1330092,BUMBLEBEE HILLS,N,Municipal Long,Private/IOU
1102110,TX2400029,WEBB COUNTY WATER DISPENSER,N,Municipal Long,County
1102111,TX0720036,BLUFF DALE WSC,N,Municipal Long,Water Supply Corporation
1102112,TX1700603,HIGH MEADOWS RANCH WATER SUPPLY,N,Municipal Long,Municipal
1102113,TX1012986,POWDER MILL ESTATES,N,Municipal Long,Private/IOU
1102114,TX1012982,MCFARLAND VILLAGE APARTMENTS,N,Municipal Long,Private/IOU
1102115,TX1700427,EVERETT SQUARE WINDCREST ESTATES,N,Municipal Long,Municipal
1102116,TX1700676,HIGHLINE OAKS WATER UTILITY,N,Municipal Long,Private/IOU
1102117,TX0360117,TIMBER RIDGE SECTION 2,N,Municipal Long,Municipal
1102118,TX2270144,SAIL HAVEN,N,Municipal Long,Private/IOU
1102120,TX1700757,GRAND OAKS MUD,N,Municipal Long,District 
1102121,TX0450049,COLUMBUS OAKS APARTMENTS,N,Municipal Long,Private/IOU
1102123,TX1500121,DEER COUNTRY WSC,N,Municipal Long,Private/IOU
1102125,TX2360078,WILDWOOD SHORES,N,Municipal Long,Private/IOU
1102127,TX0790462,KINGDOM HEIGHTS WATER SYSTEM,N,Municipal Long,Private/IOU
1102129,TX1300044,SHERWOOD-MT PISGAH WSC,N,Municipal Long,Water Supply Corporation
1102131,TX0610217,LONGHORN MEADOWS ADDITION,N,Municipal Long,Private/IOU
1102132,TX0610223,MEADOW RANCH WATER SYSTEM,N,Municipal Long,Private/IOU
1102133,TX2330021,DEVILS SHORES WSC,N,Municipal Long,Water Supply Corporation
1102134,TX1013335,HARRIS COUNTY MUD 419,N,Municipal Long,District 
1102135,TX1013338,HARRIS COUNTY MUD 396,N,Municipal Long,District 
1102136,TX1013327,HARRIS COUNTY MUD 156,N,Municipal Long,District 
1102138,TX1050148,HAYS COUNTY WCID 2,N,Municipal Long,District 
1102139,TX0290071,LA SALLE WCID 1-A,N,Municipal Long,Municipal
1102140,TX1700752,VALLEY RANCH MUD 1,N,Municipal Long,District 
1102141,TX0790479,FORT BEND COUNTY WCID 8,N,Municipal Long,District 
1102142,TX0790482,FORT BEND COUNTY MUD 5,N,Municipal Long,District 
1102143,TX0030007,PLEASURE POINT,N,Municipal Long,Authority
1102144,TX1550139,ROLLING HILLS WATER SUPPLY,N,Municipal Long,Private/IOU
1102146,TX1250039,LOMA LINDA WATER SUPPLY,N,Municipal Long,Private/IOU
1102147,TX2100037,WOODLAND SHORES SUBDIVISION,N,Municipal Long,Private/IOU
1102148,TX1012916,HAMILTON ESTATES WATER SYSTEM,N,Municipal Long,Private/IOU
1102150,TX2270380,WILBARGER CREEK MUD 1,N,Municipal Long,District 
1102151,TX2270241,TRAVIS COUNTY MUD 2,N,Municipal Long,District 
1102152,TX2460165,PALOMA LAKE MUD 2,N,Municipal Long,District 
1102153,TX2460164,PALOMA LAKE MUD 1,N,Municipal Long,District 
1102191,TX1230075,BELLE OAKS WATER,N,Municipal Long,Water Supply Corporation
1102200,TX2270398,TRAVIS COUNTY MUD 12,N,Municipal Long,District 
1102216,TX1920007,REAGAN COUNTY WSD,Y,Municipal Short,District 
1102242,TX0310150,SOUTHMOST REGIONAL WATER AUTHORITY,Y,Municipal Short,Authority
1102328,TX1013329,HARRIS COUNTY MUD 418,Y,Municipal Short,District 
1102346,TX1020022,LEIGH WSC-RURAL,N,Municipal Long,Water Supply Corporation
1102348,TX2270382,KELLY LANE WCID 1,N,Municipal Long,District 
1102350,TX0200586,OAK CREST OF MANVEL,N,Municipal Long,Private/IOU
1102351,TX1700632,SHADY OAKS ESTATES,N,Municipal Long,Water Supply Corporation
1102352,TX1330167,SHERMANS MILL,N,Municipal Long,Private/IOU
1102354,TX2370068,PINE GROVE ESTATES WATER SYSTEM,N,Municipal Long,Private/IOU
1102355,TX2370084,CEDAR CREEK RANCH SUBDIVISION,N,Municipal Long,Private/IOU
1102356,TX1050082,COPPER HILLS WATER SYSTEM,N,Municipal Long,Private/IOU
1102357,TX1050068,CARDINAL VALLEY WATER,N,Municipal Long,Private/IOU
1102358,TX1050039,WOODCREEK UTILITY CO 2,N,Municipal Long,Private/IOU
1102359,TX1050111,MOUNTAIN CREST WATER,N,Municipal Long,Municipal
1102360,TX1050134,SIERRA WEST SUBDIVISION,N,Municipal Long,Private/IOU
1102361,TX2410065,MAXIM PRODUCTION SUBDIVISION,N,Municipal Long,Private/IOU
1102364,TX1260127,THE RETREAT WATER SUPPLY,N,Municipal Long,Municipal
1102366,TX2250024,TOWN OF MILLERS COVE,N,Municipal Long,Municipal
1102367,TX2280036,NIGTON WAKEFIELD WSC,N,Municipal Long,Water Supply Corporation
1102368,TX0460250,ROCKWALL RANCH SUBDIVISION,N,Municipal Long,Private/IOU
1102369,TX0640030,ESPANTOSA WATER SUPPLY,N,Municipal Long,Private/IOU
1102370,TX1050154,SOUTH BUDA WCID 1,N,Municipal Long,Municipal
1102371,TX1050121,GATEWAY DEVELOPMENT,N,Municipal Long,Private/IOU
1102372,TX0790481,CINCO SOUTHWEST MUD 2,N,Municipal Long,Municipal
1102373,TX0790425,RIVER RANCH,N,Municipal Long,Private/IOU
1102374,TX0790522,CINCO SOUTHWEST MUD 4,N,Municipal Long,Municipal
1102375,TX0790422,CINCO MUD 14,N,Municipal Long,Municipal
1102376,TX0790455,FORT BEND COUNTY MUD 57,N,Municipal Long,Municipal
1102377,TX1013295,HARRIS COUNTY MUD 397,N,Municipal Long,Municipal
1102378,TX2460161,ROUND ROCK RANCH PUD UTILITY COMPANY,N,Municipal Long,District 
1102379,TX1050137,HAYS COUNTY WCID 1,N,Municipal Long,Municipal
1102382,TX1290043,KAUFMAN COUNTY FWSD 1A,N,Municipal Long,Municipal
1102383,TX0910146,CITY OF KNOLLWOOD,N,Municipal Long,Municipal
1102384,TX1050132,ELLIOTT RANCH WATER SYSTEM,N,Municipal Long,Private/IOU
1102385,TX1012995,MCGEE PLACE,N,Municipal Short,Mobile Home Park
1102386,TX1700708,BEAU VIEW UTILITIES,N,Municipal Long,Private/IOU
1102387,TX2280034,BELL WATER,N,Municipal Long,Private/IOU
1102388,TX2360026,GREEN RICH SHORES AND STERLING ISLAND SU,N,Municipal Long,Private/IOU
1102389,TX0360111,GREENBRIAR ESTATES,N,Municipal Long,Private/IOU
1102390,TX2340064,SHADY ACRES,N,Municipal Short,Private/IOU
1102391,TX0720020,NORTHSIDE WATER,N,Municipal Long,Private/IOU
1102394,TX0490021,OAK RIDGE WATER SYSTEM,N,Municipal Long,Private/IOU
1102396,TX0790438,CINCO SOUTHWEST MUD 1,N,Municipal Long,District 
1102412,TX0790489,SIENNA MUD 4,N,Municipal Long,District 
1102414,TX0790451,FORT BEND COUNTY MUD 141,N,Municipal Long,District 
1102416,TX0680214,GREATER GARDENDALE WSC,N,Municipal Long,District 
1102417,TX1330163,CASTLECOMB WATER SYSTEM,N,Municipal Long,Private/IOU
1102418,TX1013195,WALRAVEN SUBDIVISION,N,Municipal Long,Private/IOU
1102419,TX1700657,WOODLAND RANCH,N,Municipal Long,Private/IOU
1102421,TX1700641,TIMBERLOCH ESTATES,N,Municipal Long,Private/IOU
1102422,TX1013103,STABLE GATES,N,Municipal Long,Private/IOU
1102423,TX1013187,SUMMER LAKE RANCH,N,Municipal Long,Private/IOU
1102424,TX0790389,SHADOW GROVE ESTATES,N,Municipal Long,Private/IOU
1102425,TX0790396,ROSEMEADOWS III,N,Municipal Long,Private/IOU
1102426,TX0790405,RIVERWOOD FOREST,N,Municipal Long,Private/IOU
1102427,TX0200617,PALM CREST,N,Municipal Long,Private/IOU
1102428,TX1013041,PARK FOREST WATER SYSTEM,N,Municipal Long,Private/IOU
1102429,TX1011633,OAK MANOR,N,Municipal Long,Private/IOU
1102430,TX0790423,LAKES OF MISSION GROVE,N,Municipal Long,Private/IOU
1102431,TX1700134,LAKE CONROE FOREST SUBDIVISION,N,Municipal Long,Private/IOU
1102432,TX1700651,INDIGO RANCH,N,Municipal Long,Private/IOU
1102433,TX1700702,ESTATES OF LEGENDS RANCH,N,Municipal Long,Private/IOU
1102434,TX1013262,ESTATES OF WILLOW CREEK,N,Municipal Long,Private/IOU
1102435,TX1013127,FAIRWAY CROSSING,N,Municipal Long,Private/IOU
1102439,TX1013089,HERON LAKES ESTATES,N,Municipal Long,Private/IOU
1102440,TX1013296,CYPRESS CREEK RANCH,N,Municipal Long,Private/IOU
1102443,TX1013189,COUNTRY CLUB GREENS,N,Municipal Long,Institutions/Facilities
1102445,TX2040038,CAMILLA TWIN HARBOR,N,Municipal Long,Private/IOU
1102446,TX1012806,ALTON THEISS SUBDIVISION,N,Municipal Long,Private/IOU
1102447,TX1700684,ROLLING FOREST,N,Municipal Long,Private/IOU
1102451,TX1013350,HARRIS COUNTY MUD 433,N,Municipal Long,District 
1102454,TX1050128,OAK FOREST WSC,N,Municipal Long,Water Supply Corporation
1102501,TX0790385,FULBROOK SUBDIVISION WATER PLANT,N,Municipal Long,Private/IOU
1102514,TX1810175,CITY OF BRIDGE CITY WATERWOOD ESTATES,N,Municipal Long,Municipal
1102541,TX1011459,SELLERS ESTATES MOBILE HOME COMM,N,Municipal Short,Mobile Home Park
1102542,TX1160097,LIL COUNTRYSIDE WSC,N,Municipal Long,Water Supply Corporation
1102543,TX1470034,GREEN LAKE ESTATES WATER SUPPLY,N,Municipal Long,Water Supply Corporation
1102544,TX2100038,SHELBY WATER,N,Municipal Long,Private/IOU
1102555,TX2370017,QUAIL HOLLOW MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
1102572,TX0710178,EAST MONTANA WATER SYSTEM,N,Municipal Long,County
1102575,TX1550138,TEXAS STATE TECHNICAL COLLEGE - WACO,N,Municipal Short,Institutions/Facilities
1102579,TX0790521,CINCO SOUTHWEST MUD 3 DAYCARE,N,Municipal Long,District 
1102580,TX1013450,HARRIS COUNTY MUD 374 CYPRESS CREEK LAKE,N,Municipal Long,District 
1102617,TX1700779,MONTGOMERY COUNTY MUD 95,N,Municipal Long,District 
1102626,TX1700744,TEXAS LANDING UTILITIES GOODE CITY,N,Municipal Long,Private/IOU
1102668,TX0460265,GBRA JOHNSON RANCH SUBDIVISION,N,Municipal Long,Authority
1102699,TX1840164,TOWN OF ANNETTA,N,Municipal Long,Municipal
1102701,TX0790511,NORTH FORT BEND WATER AUTHORITY,Y,Municipal Short,Authority
1102708,TX0200663,SEDONA LAKES MUD 1,N,Municipal Long,District 
1102730,TX1700605,DECKER OAKS,N,Municipal Long,Municipal
1102791,TX2270369,MUNICIPAL GROUNDWATER SOLUTIONS,Y,Municipal Short,Private/IOU
1102795,TX1013390,HARRIS COUNTY MUD 500,N,Municipal Long,District 
1102796,TX1013403,HARRIS COUNTY MUD 501,N,Municipal Long,District 
1102797,TX1013191,HUNTER PLACE,N,Municipal Long,District 
1102798,TX0790478,FORT BEND COUNTY MUD 185,N,Municipal Long,District 
1102817,TX0610259,DENTON COUNTY FWSD 11-A,N,Municipal Long,District 
1102818,TX0610228,DENTON COUNTY FWSD 7 LANTANA,N,Municipal Long,District 
1102819,TX0610258,DENTON COUNTY FWSD 8-A PALOMA,N,Municipal Long,District 
1102820,TX0610252,DENTON COUNTY FWSD 8B,N,Municipal Long,District 
1102821,TX0610253,FRISCO WEST WCID,N,Municipal Long,District 
1102822,TX0610244,TOWN OF PROVIDENCE VILLAGE,N,Municipal Long,District 
1102827,TX0610090,RIVIERA MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
1102831,TX1770007,BITTER CREEK WSC SOUTH,N,Municipal Long,Water Supply Corporation
1102834,TX1012240,BARKALOO HOMEOWNERS ASSOCIATION,N,Municipal Short,Private/IOU
1102844,TX1090043,OAK HILL WATER SYSTEM,N,Municipal Long,Private/IOU
1102845,TX1090014,MURRAY HILL WATER SYSTEM,N,Municipal Long,Private/IOU
1102846,TX1090037,LIVE OAK WATER SYSTEM,N,Municipal Long,Private/IOU
1102847,TX1090008,LAKESHORE WATER SYSTEM,N,Municipal Long,Private/IOU
1102848,TX1090012,CEDAR CREEK WATER SYSTEM,N,Municipal Long,Private/IOU
1102849,TX0700059,LAKEVIEW WATER SYSTEM,N,Municipal Long,Private/IOU
1102858,TX1510001,LOVING COUNTY WATER SYSTEM,N,Municipal Long,Municipal
1102867,TX2460166,BRUSHY CREEK REGIONAL UTILITY AUTHORITY,Y,Municipal Short,Authority
1102874,TX0610235,TOWN OF NORTHLAKE,N,Municipal Long,Municipal
1102875,TX1012285,HARRIS COUNTY MUD 62,N,Municipal Long,District 
1102901,TX1900015,BRIGHT STAR SALEM SUD 2,N,Municipal Long,Municipal
1102910,TX1450032,RODELL WATER SUPPLY,N,Municipal Long,Private/IOU
1102911,TX0270035,WINDERMERE OAKS WSC,N,Municipal Long,Water Supply Corporation
1102914,TX2270352,CYPRESS RANCH WCID 1,N,Municipal Long,District 
1102925,TX0360074,BAY PLACE SUBDIVISION,N,Municipal Long,Private/IOU
1102980,TX0460235,SJWTX NORTH POINT SUBDIVISION,N,Municipal Long,Municipal
1103023,TX0270131,CAPSTONE SUBDIVISION,N,Municipal Short,Private/IOU
1103049,TX1650048,GREENWOOD TERRACE M H SUBDIVISION,N,Municipal Short,Mobile Home Park
1103053,TX0150562,WATER EXPLORATION STEIN ROGER WELL FIELD,Y,Municipal Short,Private/IOU
1103099,TX0790393,FORT BEND COUNTY MUD 121,N,Municipal Long,District 
1103100,TX1013294,HARRIS COUNTY MUD 290,N,Municipal Long,District 
1103102,TX1220015,FORT DAVIS ESTATES,N,Municipal Long,Municipal
1103127,TX0360108,LOST LAKES,N,Municipal Long,Municipal
1103158,TX1013468,SHAW ACRES,N,Municipal Long,Private/IOU
1103169,TX0940096,CRWA WELLS RANCH,Y,Municipal Short,Authority
1103173,TX1040022,HASKELL COUNTY WSD 1,Y,Municipal Short,District 
1103174,TX0710187,EAST BIGGS WATER SYSTEM,N,Municipal Short,Federal
1103182,TX1500126,DEERHAVEN WCID,N,Municipal Long,Municipal
1103189,TX1290052,NORTH TEXAS MWD TAWAKONI WTP,Y,Municipal Short,District 
1103266,TX2170004,TRI TRY WATER,N,Municipal Long,Private/IOU
1103272,TX2200362,SEVILLE WSC,N,Municipal Long,Water Supply Corporation
1103274,TX1330169,VISTA HILLS,N,Municipal Long,Municipal
1103309,TX0460063,CANYON LAKE MOBILE HOME ESTATES,N,Municipal Long,Institutions/Facilities
1103322,TX0370055,ALTO RURAL WSC CENTRAL HIGH PLANT,N,Municipal Long,Water Supply Corporation
1103323,TX0370015,ALTO RURAL WSC COLDSPRINGS PLANT,N,Municipal Long,Water Supply Corporation
1103343,TX0270120,DOUBLE HORN CREEK WSC,N,Municipal Long,Water Supply Corporation
1103345,TX0610273,TOWN OF TROPHY CLUB PUBLIC IMPROVEMENT D,N,Municipal Long,District 
1103346,TX0460243,SEVEN HILLS RANCH,N,Municipal Long,Private/IOU
1103368,TX0610256,DENTON COUNTY FWSD 11-B,N,Municipal Long,District 
1103370,TX0720054,THOUSAND OAKS SUBDIVISION,N,Municipal Short,Mobile Home Park
1103374,TX1700694,VISTA VERDE WATER SYSTEMS,N,Municipal Long,Private/IOU
1103378,TX1010566,STONETOWN WINDFERN OAKS,N,Municipal Short,Mobile Home Park
1103396,TX1260123,CREST WATER,N,Municipal Long,Private/IOU
1103409,TX0460152,4 D WATER,N,Municipal Long,Private/IOU
1103410,TX1070238,BETHEL ASH WSC DOUGLAS PLANT,N,Municipal Long,Water Supply Corporation
1103411,TX1070239,BETHEL ASH WSC HALL PLANT,N,Municipal Long,Water Supply Corporation
1103412,TX2470025,ARROWHEAD WATER SYSTEM,N,Municipal Long,Private/IOU
1103413,TX1070248,BETHEL ASH WSC HAWN PLANT,N,Municipal Long,Water Supply Corporation
1103414,TX0110049,BASTROP COUNTY MUD 1,N,Municipal Long,District 
1103415,TX1070240,BETHEL ASH WSC LOWE PLANT,N,Municipal Long,Water Supply Corporation
1103416,TX1070241,BETHEL ASH WSC MCATEE PLANT,N,Municipal Long,Water Supply Corporation
1103417,TX1070242,BETHEL ASH WSC MURPHY PLANT,N,Municipal Long,Water Supply Corporation
1103418,TX1070243,BETHEL-ASH WSC WALTON PLANT,N,Municipal Long,Water Supply Corporation
1103419,TX1070251,BETHEL ASH WSC WATER EDGE PLANT,N,Municipal Long,Water Supply Corporation
1103422,TX1840159,BLUE RIDGE WATER SYSTEM,N,Municipal Long,Private/IOU
1103427,TX1130031,THE CONSOLIDATED WSC CENTRAL SYSTEM,N,Municipal Long,Water Supply Corporation
1103430,TX0260050,EPCOR 130 PROJECT,Y,Municipal Short,Private/IOU
1103432,TX1130033,THE CONSOLIDATED WSC RURAL SYSTEM,N,Municipal Long,Water Supply Corporation
1103437,TX1080234,MILITARY HWY WSC PROGRESO,N,Municipal Long,Water Supply Corporation
1103438,TX1080235,MILITARY HWY WSC WESLACO,N,Municipal Long,Water Supply Corporation
1103439,TX1160089,CADDO MESA WSC,N,Municipal Long,Water Supply Corporation
1103440,TX1013429,CENTRAL HARRIS COUNTY REGIONAL WATER AUT,Y,Municipal Short,Authority
1103441,TX1150014,CERRO ALTO WATER SYSTEM,N,Municipal Long,Private/IOU
1103442,TX2490060,CHISHOLM SPRINGS,N,Municipal Long,Private/IOU
1103443,TX0200411,CITY OF PEARLAND MUD 1,N,Municipal Long,Municipal
1103444,TX1010077,CORBELLO WATER SYSTEM,N,Municipal Long,Private/IOU
1103445,TX1330102,COUNTRY HILLS WATER,N,Municipal Long,Private/IOU
1103446,TX1830032,COUNTRY LAKES WATER SUPPLY,N,Municipal Long,Private/IOU
1103447,TX0260049,130 REGIONAL WSC,Y,Municipal Short,Water Supply Corporation
1103448,TX1330156,CYPRESS SPRINGS,N,Municipal Long,Private/IOU
1103449,TX1020088,CYPRESS VALLEY WSC PLANT 2,N,Municipal Long,Water Supply Corporation
1103450,TX0820016,DERBY ING,N,Municipal Long,Private/IOU
1103451,TX0310031,EAST RIO HONDO WSC ARROYO CITY,N,Municipal Long,Water Supply Corporation
1103453,TX2120105,EMERALD BAY MUD,N,Municipal Long,District 
1103455,TX0790533,FORT BEND COUNTY MUD 134C,N,Municipal Long,District 
1103456,TX0790541,FORT BEND COUNTY MUD 156,N,Municipal Long,District 
1103458,TX0790433,FORT BEND COUNTY MUD 35,N,Municipal Long,District 
1103459,TX1520224,FRANKLIN WATER SYSTEMS 1,N,Municipal Long,Private/IOU
1103460,TX1520080,FRANKLIN WATER SYSTEMS 3,N,Municipal Long,District 
1103461,TX2370085,G & W WSC WOODLAND LAKES WATER SYSTEM,N,Municipal Long,Private/IOU
1103462,TX0880011,GOLIAD COUNTY WSC - BERCLAIR WATER SYSTE,N,Municipal Long,Private/IOU
1103463,TX0880012,GOLIAD COUNTY WSC - LA BAHIA,N,Municipal Long,Private/IOU
1103464,TX0360005,GRAY UTILITY SERVICE,N,Municipal Long,Private/IOU
1103466,TX1840166,HARMONY WATER SYSTEM,N,Municipal Long,Private/IOU
1103467,TX1013375,HARRIS COUNTY MUD 282,N,Municipal Long,District 
1103468,TX1700796,HARRIS MONTGOMERY COUNTIES MUD 386 MAY V,N,Municipal Long,District 
1103469,TX2490064,HIDEAWAY BAY LAKE SHORES WSC,N,Municipal Long,Water Supply Corporation
1103470,TX0080049,HILLSIDE ESTATES WATER SYSTEM,N,Municipal Long,Private/IOU
1103471,TX0710050,HILLSIDE WATER WORKS,N,Municipal Long,Private/IOU
1103472,TX1460164,INDIAN SPRINGS WATER SYSTEM,N,Municipal Long,Private/IOU
1103473,TX2010017,JACOBS WSC PLANTS 1 & 2,N,Municipal Long,Water Supply Corporation
1103474,TX0200158,JOHNSONS WATER SERVICE,N,Municipal Long,District 
1103475,TX1290046,KAUFMAN COUNTY MUD 11,N,Municipal Long,District 
1103476,TX1500004,KINGSLAND WSC COMANCHE RANCHERIAS,N,Municipal Long,Water Supply Corporation
1103477,TX2330055,LAGO VISTA WATER SYSTEM,N,Municipal Long,Private/IOU
1103478,TX2330029,LAKE RIDGE WATER SYSTEM,N,Municipal Long,Private/IOU
1103479,TX0080053,LAKESIDE ESTATES WATER SYSTEM,N,Municipal Long,Private/IOU
1103480,TX0030104,TRI-LAKES OUTDOORS,N,Municipal Long,Private/IOU
1103481,TX2290039,LAKESIDE WATER SUPPLY 2,N,Municipal Long,Private/IOU
1103482,TX2290040,LAKESIDE WATER SUPPLY 3,N,Municipal Long,Private/IOU
1103483,TX2290041,LAKESIDE WATER SUPPLY 4,N,Municipal Long,Private/IOU
1103484,TX2290042,LAKESIDE WATER SUPPLY 5,N,Municipal Long,Private/IOU
1103485,TX0570176,LANCASTER MUD 1,N,Municipal Long,District 
1103486,TX1050135,LSR WSC,N,Municipal Long,Water Supply Corporation
1103487,TX2030034,NEW WSC,N,Municipal Long,Water Supply Corporation
1103488,TX1260088,NORTH WHISPERING MEADOWS WATER,N,Municipal Long,Private/IOU
1103489,TX1013449,NORTHEAST HARRIS COUNTY MUD 1 EDGEWOOD V,N,Municipal Long,District 
1103490,TX1013448,NORTHEAST HARRIS COUNTY MUD 1 SHELDON RI,N,Municipal Long,District 
1103491,TX0940085,OAK HILLS RANCH WATER,N,Municipal Long,Private/IOU
1103492,TX1630041,OLD HWY 90 - N RIDGE WATER SERVICE,N,Municipal Long,Private/IOU
1103493,TX1630035,OLD HWY 90 WATER SERVICE,N,Municipal Long,Private/IOU
1103494,TX1490029,OLD MARBACH SCHOOL WSC,N,Municipal Long,Water Supply Corporation
1103495,TX1700783,PEACH CREEK PLANTATION WATER SYSTEM,N,Municipal Long,Private/IOU
1103496,TX2460144,SUNNY CREEK MHC,N,Municipal Short,Mobile Home Park
1103497,TX0930035,POE BRACEWELL WATER SYSTEM,N,Municipal Long,Private/IOU
1103498,TX0610234,RADECKE ROAD WATER SYSTEM,N,Municipal Long,Private/IOU
1103499,TX1050175,REUNION RANCH WCID,N,Municipal Long,District 
1103500,TX1320006,RIO BRAZOS WATER SYSTEM,N,Municipal Long,Private/IOU
1103501,TX1370007,RIVIERA WCID,N,Municipal Long,Private/IOU
1103502,TX0610070,ROCKY POINT WATER SYSTEM,N,Municipal Long,Private/IOU
1103503,TX1700327,SAN JO UTILITIES,N,Municipal Long,Municipal
1103504,TX2330051,SEGURO WATER,Y,Municipal Short,Municipal
1103505,TX0080058,SETTLERS CROSSING WATER SYSTEM,N,Municipal Long,Private/IOU
1103506,TX0080055,SETTLERS MEADOWS WATER SYSTEM,N,Municipal Long,Private/IOU
1103507,TX0130066,SKIDMORE WSC,N,Municipal Long,Water Supply Corporation
1103508,TX1650077,SOUTH MIDLAND COUNTY WATER SYSTEMS,N,Municipal Long,Private/IOU
1103509,TX2010049,SOUTH RUSK COUNTY WSC COMPTON MCKNIGHT,N,Municipal Long,Water Supply Corporation
1103510,TX0670030,STAFF WSC FLATWOOD AREA,N,Municipal Long,Water Supply Corporation
1103512,TX0670023,STAFF WSC OLDEN AREA,N,Municipal Long,Water Supply Corporation
1103513,TX2120100,STARRVILLE WSC,N,Municipal Long,Water Supply Corporation
1103514,TX0610220,STONY HILLS WATER SYSTEM,N,Municipal Long,Private/IOU
1103515,TX2200337,SUN VALLEY ESTATES WATER SUPPLY,N,Municipal Long,Private/IOU
1103517,TX1050139,THE WOODLANDS WATER SYSTEM,N,Municipal Long,Private/IOU
1103518,TX1700766,TIMBER SWITCH WATER PLANT,N,Municipal Long,Private/IOU
1103519,TX1010447,TIMBERLAKE IMPROVEMENT DISTRICT,N,Municipal Long,District 
1103521,TX0030053,TX AIRSTREAM HARBOR WATER,N,Municipal Short,Private/IOU
1103522,TX0750039,VISTA RANCH WATER SYSTEM,N,Municipal Long,Private/IOU
1103523,TX1330028,WESTCREEK ESTATES WATER SYSTEM,N,Municipal Long,Private/IOU
1103524,TX2370089,WILLOW CREEK FARMS MUD,N,Municipal Long,District 
1103526,TX1720013,BI COUNTY WSC 3,N,Municipal Long,Water Supply Corporation
1103527,TX1630020,EAST MEDINA COUNTY SUD UNIT 2,N,Municipal Long,District 
1103528,TX1630030,EAST MEDINA COUNTY SUD UNIT 3,N,Municipal Long,District 
1103529,TX2010038,GOODSPRINGS WSC PLANT C,N,Municipal Long,Water Supply Corporation
1103531,TX1070052,LAKEWOOD WATER WEST,N,Municipal Long,Private/IOU
1103532,TX2010064,LANEVILLE WSC PLANT 2,N,Municipal Long,Water Supply Corporation
1103535,TX2010067,NEW PROSPECT WSC PLANT 2 & 3,N,Municipal Long,Water Supply Corporation
1103536,TX1840079,PARKER COUNTY SUD SURFACE,N,Municipal Long,District 
1103537,TX2360040,WALKER COUNTY SUD B CRABBS PRAIRIE,N,Municipal Long,District 
1103538,TX2360052,WALKER COUNTY SUD C,N,Municipal Long,District 
1103539,TX2360069,WALKER COUNTY SUD D,N,Municipal Long,District 
1103540,TX2360074,WALKER COUNTY SUD F,N,Municipal Long,District 
1103541,TX0280007,POLONIA WSC NORTH,N,Municipal Long,Water Supply Corporation
1103542,TX0280020,POLONIA WSC SOUTH,N,Municipal Long,Water Supply Corporation
